airport,dep_time_blk,recommended_buffer_min,mean_alpha,pct_alpha_below_02,event_count,data_source
BLI,1100-1159,15.6,6.620299086211988,0.444,7,airport_fallback
BLI,1200-1259,12.4,4.428607983149101,0.441,247,cell
BLI,1300-1359,12.6,5.8777927580266125,0.497,157,cell
BLI,1400-1459,20.6,11.819755059234874,0.255,98,cell
BLI,1500-1559,17.0,7.5530193236714975,0.326,138,cell
BLI,1600-1659,11.0,4.816487462498101,0.475,141,cell
BLI,1800-1859,9.5,3.7199757654702856,0.522,90,cell
BLI,1900-1959,9.9,3.8930137844611523,0.417,24,cell
BLI,2000-2059,15.6,6.620299086211988,0.444,3,airport_fallback
BLI,2100-2159,14.7,4.45,0.55,20,cell
BLV,0700-0759,17.6,7.730642913934181,0.512,1,airport_fallback
BLV,0800-0859,47.7,16.435839893571075,0.353,34,cell
BLV,0900-0959,61.2,26.332,0.3,10,cell
BLV,1000-1059,19.4,9.907445520581113,0.542,59,cell
BLV,1100-1159,14.7,4.7873537472179795,0.448,58,cell
BLV,1200-1259,8.6,4.660714285714286,0.464,28,cell
BLV,1300-1359,14.2,4.464575163398693,0.294,17,cell
BLV,1400-1459,17.6,7.730642913934181,0.512,8,airport_fallback
BLV,1500-1559,13.8,6.022831388582987,0.554,56,cell
BLV,1600-1659,23.9,12.51682120723078,0.348,23,cell
BLV,1700-1759,30.0,3.187270531400966,0.6,10,cell
BLV,1800-1859,28.8,10.305757653938768,0.292,24,cell
BLV,1900-1959,14.6,9.000144596245828,0.667,42,cell
BLV,2000-2059,32.3,11.288968637853019,0.154,13,cell
BLV,2100-2159,8.9,3.1151098061295306,0.711,97,cell
BMI,0001-0559,18.6,8.413793103448276,0.379,29,cell
BMI,0600-0659,16.1,7.711309523809524,0.493,424,cell
BMI,0700-0759,8.2,7.247191011235955,0.674,89,cell
BMI,0800-0859,14.2,7.253078926817552,0.494,9,airport_fallback
BMI,0900-0959,14.2,7.253078926817552,0.494,2,airport_fallback
BMI,1000-1059,14.2,7.253078926817552,0.494,1,airport_fallback
BMI,1100-1159,10.8,3.6666666666666665,0.433,30,cell
BMI,1400-1459,12.1,6.705664874390489,0.478,113,cell
BMI,1500-1559,13.0,5.413810213041212,0.458,297,cell
BMI,1600-1659,3.6,2.4412675374939523,0.723,65,cell
BMI,1700-1759,16.4,5.852564102564102,0.346,26,cell
BMI,1800-1859,14.2,7.253078926817552,0.494,2,airport_fallback
BMI,2000-2059,14.2,7.253078926817552,0.494,4,airport_fallback
BNA,0001-0559,14.8,6.189251303804871,0.593,3018,cell
BNA,0600-0659,16.4,6.957704192024503,0.533,5372,cell
BNA,0700-0759,19.6,9.022224653179915,0.494,4464,cell
BNA,0800-0859,22.6,10.774845753536768,0.402,2233,cell
BNA,0900-0959,20.4,10.894106439317953,0.243,3214,cell
BNA,1000-1059,21.8,12.842582257236725,0.24,2442,cell
BNA,1100-1159,22.4,12.867439045784959,0.234,2136,cell
BNA,1200-1259,23.0,13.898232309658608,0.232,2302,cell
BNA,1300-1359,25.0,15.04603892551125,0.177,2774,cell
BNA,1400-1459,25.4,13.721996820920273,0.225,2817,cell
BNA,1500-1559,24.8,12.995541352523572,0.266,3230,cell
BNA,1600-1659,24.0,12.427511301992482,0.258,3082,cell
BNA,1700-1759,26.4,13.025388197757895,0.315,3448,cell
BNA,1800-1859,21.6,10.0782364824889,0.37,3513,cell
BNA,1900-1959,25.6,11.390280823684245,0.376,2625,cell
BNA,2000-2059,24.1,10.634621732256042,0.397,1898,cell
BNA,2100-2159,22.8,9.1754787134355,0.469,894,cell
BNA,2200-2259,38.5,14.958063003463796,0.357,252,cell
BOI,0001-0559,14.8,6.290782226051957,0.516,1257,cell
BOI,0600-0659,13.0,5.463126039613162,0.549,1311,cell
BOI,0700-0759,14.2,5.342780029037356,0.524,1635,cell
BOI,0800-0859,19.8,8.211525105701204,0.439,939,cell
BOI,0900-0959,17.8,8.37293448496629,0.534,496,cell
BOI,1000-1059,16.4,8.051145806564877,0.369,976,cell
BOI,1100-1159,16.0,8.270387608282022,0.326,751,cell
BOI,1200-1259,16.0,8.108992097841458,0.363,1029,cell
BOI,1300-1359,14.6,7.250892321984561,0.411,1450,cell
BOI,1400-1459,15.0,7.441124451560822,0.457,1612,cell
BOI,1500-1559,21.7,11.266679390634756,0.323,499,cell
BOI,1600-1659,17.6,9.286418384023538,0.413,919,cell
BOI,1700-1759,14.6,8.787230426644738,0.454,1656,cell
BOI,1800-1859,11.6,5.496404179298982,0.498,633,cell
BOI,1900-1959,11.4,6.0951788454043525,0.55,1062,cell
BOI,2000-2059,10.4,4.786727884781045,0.588,226,cell
BOI,2100-2159,7.6,1.7487020828031266,0.726,62,cell
BOI,2200-2259,6.2,2.401268115942029,0.652,46,cell
BOS,0001-0559,14.4,6.424236471129419,0.591,3869,cell
BOS,0600-0659,18.6,7.7505638045112955,0.55,7615,cell
BOS,0700-0759,19.4,8.277674761905299,0.534,9034,cell
BOS,0800-0859,22.6,11.278323475809747,0.383,7493,cell
BOS,0900-0959,22.6,11.764764199471909,0.338,6143,cell
BOS,1000-1059,24.6,13.27253288258049,0.262,6013,cell
BOS,1100-1159,25.4,13.848428460699202,0.259,5938,cell
BOS,1200-1259,24.2,13.400796110115788,0.248,5680,cell
BOS,1300-1359,23.2,13.17379519749447,0.264,5696,cell
BOS,1400-1459,24.8,13.023810747586168,0.271,5151,cell
BOS,1500-1559,26.1,13.86644115376752,0.316,7249,cell
BOS,1600-1659,24.8,12.519258736706849,0.386,6745,cell
BOS,1700-1759,26.0,12.611647087519676,0.388,7385,cell
BOS,1800-1859,25.8,11.895426633923812,0.401,7016,cell
BOS,1900-1959,23.2,10.590280709466336,0.481,5765,cell
BOS,2000-2059,23.2,9.922456860699876,0.501,5586,cell
BOS,2100-2159,19.2,7.6045178957999555,0.521,1649,cell
BOS,2200-2259,16.9,7.4646877075794595,0.535,254,cell
BPT,0001-0559,10.4,8.429036310318958,0.609,261,cell
BPT,1400-1459,16.6,8.209721438674586,0.365,277,cell
BQN,0001-0559,14.2,5.208773476992548,0.498,862,cell
BQN,0600-0659,12.4,7.072539131393298,0.531,192,cell
BQN,0700-0759,13.0,5.233052775923039,0.525,2,airport_fallback
BQN,0800-0859,13.0,5.233052775923039,0.525,5,airport_fallback
BQN,0900-0959,20.9,10.152013651193979,0.295,122,cell
BQN,1000-1059,13.0,5.233052775923039,0.525,7,airport_fallback
BQN,1100-1159,12.6,7.366219078161353,0.387,75,cell
BQN,1200-1259,15.4,6.045909236910934,0.368,19,cell
BQN,1300-1359,10.6,3.5714285714285716,0.571,14,cell
BQN,1400-1459,7.7,2.3882617382617384,0.5,20,cell
BQN,1500-1559,2.4,3.693247126436782,0.793,58,cell
BQN,1600-1659,7.4,3.8113761238761237,0.5,26,cell
BQN,1700-1759,13.0,5.233052775923039,0.525,8,airport_fallback
BQN,1800-1859,1.8,1.1061206896551723,0.781,32,cell
BQN,1900-1959,10.9,2.753417000252443,0.667,39,cell
BQN,2000-2059,5.4,2.4541279397342937,0.64,89,cell
BQN,2100-2159,6.8,2.279255420523987,0.681,47,cell
BQN,2200-2259,3.1,1.8890048443619873,0.762,84,cell
BRD,1000-1059,15.1,5.298178549093183,0.494,164,cell
BRD,1100-1159,11.2,3.4130434782608696,0.522,46,cell
BRD,1600-1659,11.6,4.091499796760465,0.516,1,airport_fallback
BRD,1800-1859,9.2,3.50024588790656,0.527,275,cell
BRO,0001-0559,11.8,6.984375967112404,0.541,283,cell
BRO,1000-1059,15.2,11.138080538697947,0.296,297,cell
BRO,1300-1359,11.8,6.926159871744252,0.496,7,airport_fallback
BRO,1400-1459,15.0,6.8738102721036665,0.417,163,cell
BRO,1500-1559,10.4,6.277033402729048,0.36,111,cell
BRO,1700-1759,5.3,1.2103283508943887,0.733,15,cell
BRO,1800-1859,5.4,4.966019877605443,0.702,191,cell
BRO,1900-1959,5.6,2.031870820723206,0.708,137,cell
BRO,2000-2059,11.8,6.926159871744252,0.496,4,airport_fallback
BRW,1600-1659,4.6,3.0300705467372135,0.63,27,cell
BRW,1700-1759,6.5,2.6226421327992724,0.652,264,cell
BTM,0900-0959,14.5,5.399613899613899,0.5,74,cell
BTM,1000-1059,9.2,2.7875,0.706,160,cell
BTM,1100-1159,13.6,4.472434685936632,0.572,1,airport_fallback
BTM,1300-1359,13.6,4.472434685936632,0.572,1,airport_fallback
BTM,1800-1859,15.2,5.188848920863309,0.518,278,cell
BTR,0001-0559,14.2,6.978182280470611,0.522,276,cell
BTR,0600-0659,14.6,7.581055915959638,0.509,397,cell
BTR,0700-0759,19.5,11.566279296525055,0.562,459,cell
BTR,0800-0859,12.8,5.346153846153846,0.5,26,cell
BTR,0900-0959,16.4,9.385595878152994,0.455,5,airport_fallback
BTR,1000-1059,18.8,15.183010056021073,0.21,291,cell
BTR,1100-1159,14.4,8.672,0.28,25,cell
BTR,1200-1259,19.0,13.799850707819092,0.33,197,cell
BTR,1300-1359,16.4,9.385595878152994,0.455,2,airport_fallback
BTR,1400-1459,14.2,5.5890648081521626,0.454,291,cell
BTR,1500-1559,17.6,16.76648930024531,0.519,27,cell
BTR,1600-1659,16.2,8.97095600332734,0.381,278,cell
BTR,1700-1759,19.7,13.558641975308644,0.481,54,cell
BTR,1800-1859,10.3,4.75975153303735,0.49,208,cell
BTR,1900-1959,16.4,9.385595878152994,0.455,5,airport_fallback
BTR,2000-2059,0.0,3.4644638750205705,0.864,44,cell
BTV,0001-0559,17.8,8.36491967916876,0.5,460,cell
BTV,0600-0659,18.6,11.468171502815514,0.522,1051,cell
BTV,0700-0759,15.7,12.176883981773571,0.555,317,cell
BTV,0800-0859,10.0,3.3023744144726215,0.683,41,cell
BTV,0900-0959,19.2,8.441421012849585,0.286,42,cell
BTV,1000-1059,19.0,10.1218633592159,0.321,380,cell
BTV,1100-1159,23.5,13.371899695341348,0.244,127,cell
BTV,1200-1259,21.6,10.160075640414403,0.367,632,cell
BTV,1300-1359,14.6,8.159308748321727,0.459,181,cell
BTV,1400-1459,23.8,15.736837052226319,0.279,348,cell
BTV,1500-1559,23.6,13.817444924380537,0.287,296,cell
BTV,1600-1659,20.4,12.247733933239344,0.391,588,cell
BTV,1700-1759,21.3,12.65235652142049,0.42,462,cell
BTV,1800-1859,21.7,12.502543209303598,0.462,212,cell
BTV,1900-1959,17.0,10.584536363117909,0.447,141,cell
BTV,2000-2059,19.6,11.444502201559056,0.423,4,airport_fallback
BUF,0001-0559,12.0,4.630579394808043,0.644,733,cell
BUF,0600-0659,15.8,6.910957519886406,0.534,2646,cell
BUF,0700-0759,12.1,4.62124201272768,0.632,1214,cell
BUF,0800-0859,14.0,5.882428686311808,0.513,752,cell
BUF,0900-0959,15.7,8.665361751443948,0.33,409,cell
BUF,1000-1059,19.5,9.177113983327043,0.255,859,cell
BUF,1100-1159,17.9,10.947811768262643,0.309,1019,cell
BUF,1200-1259,16.6,8.42211115360193,0.31,1256,cell
BUF,1300-1359,17.7,9.661982732828848,0.319,859,cell
BUF,1400-1459,21.0,10.965609812171651,0.312,705,cell
BUF,1500-1559,15.8,8.164646003615784,0.378,685,cell
BUF,1600-1659,17.6,8.141500889218797,0.342,885,cell
BUF,1700-1759,17.0,7.948709674530755,0.381,1644,cell
BUF,1800-1859,15.2,6.307110884787333,0.475,927,cell
BUF,1900-1959,13.0,5.2401986117889034,0.527,1040,cell
BUF,2000-2059,6.0,3.14435067355485,0.692,266,cell
BUF,2100-2159,8.9,2.2822978266160097,0.647,68,cell
BUF,2200-2259,16.0,7.4531900008811,0.438,9,airport_fallback
BUR,0700-0759,13.0,5.15643383364145,0.584,3118,cell
BUR,0800-0859,15.6,7.426128178476874,0.35,1714,cell
BUR,0900-0959,16.6,9.276348615968692,0.308,1486,cell
BUR,1000-1059,18.4,10.06725150278793,0.304,1285,cell
BUR,1100-1159,16.4,8.085038971637008,0.282,1193,cell
BUR,1200-1259,19.8,10.137969172111214,0.287,1049,cell
BUR,1300-1359,17.1,10.044319499771177,0.334,1388,cell
BUR,1400-1459,19.2,11.094772573834033,0.375,832,cell
BUR,1500-1559,16.6,10.09179650687408,0.406,1013,cell
BUR,1600-1659,16.0,7.51185334389848,0.451,1316,cell
BUR,1700-1759,15.1,6.647395772801597,0.436,889,cell
BUR,1800-1859,14.4,7.026311053820775,0.471,1098,cell
BUR,1900-1959,14.0,5.858215075979418,0.511,1159,cell
BUR,2000-2059,12.8,5.892640363851985,0.512,1152,cell
BUR,2100-2159,19.6,8.527056277056277,0.33,88,cell
BUR,2200-2259,15.8,7.8295347486122315,0.415,3,airport_fallback
BWI,0001-0559,12.2,6.130502446531357,0.605,712,cell
BWI,0600-0659,16.8,7.811141370458162,0.53,6874,cell
BWI,0700-0759,19.6,8.329954656941926,0.447,2486,cell
BWI,0800-0859,21.6,11.576451373264998,0.272,7239,cell
BWI,0900-0959,22.2,12.381145357479642,0.192,3767,cell
BWI,1000-1059,21.6,11.92486271925694,0.213,5648,cell
BWI,1100-1159,23.2,13.033842464203449,0.214,3581,cell
BWI,1200-1259,22.0,12.810682751314795,0.2,2931,cell
BWI,1300-1359,24.0,14.529432441745614,0.162,4099,cell
BWI,1400-1459,25.2,14.599889511292988,0.199,4125,cell
BWI,1500-1559,26.6,14.817748695136562,0.199,4334,cell
BWI,1600-1659,23.8,12.245570395932909,0.246,4066,cell
BWI,1700-1759,23.6,11.677599104717242,0.302,4299,cell
BWI,1800-1859,23.6,11.721565594113796,0.343,4727,cell
BWI,1900-1959,22.6,9.77322219101478,0.373,4860,cell
BWI,2000-2059,24.2,10.834210921193135,0.365,4381,cell
BWI,2100-2159,25.0,10.646531810611854,0.376,3808,cell
BWI,2200-2259,23.2,9.037931385588495,0.422,1997,cell
BZN,0001-0559,13.8,6.060343819762222,0.547,576,cell
BZN,0600-0659,15.8,8.631907157208538,0.482,473,cell
BZN,0700-0759,12.0,5.133590124083821,0.585,714,cell
BZN,0800-0859,1.6,2.7473684210526317,0.789,95,cell
BZN,0900-0959,12.2,4.647457627118644,0.525,59,cell
BZN,1000-1059,15.0,8.783725937616074,0.345,533,cell
BZN,1100-1159,12.4,8.047466408296874,0.509,316,cell
BZN,1200-1259,25.9,15.414269905360793,0.367,283,cell
BZN,1300-1359,20.2,13.147582182617539,0.405,553,cell
BZN,1400-1459,16.6,9.562595635175075,0.426,730,cell
BZN,1500-1559,17.6,9.540544976310555,0.478,668,cell
BZN,1600-1659,22.6,13.457488843463796,0.373,491,cell
BZN,1700-1759,28.0,13.544760595349723,0.391,361,cell
BZN,1800-1859,11.8,6.312135843613388,0.468,222,cell
BZN,1900-1959,6.8,2.4104072259957063,0.672,232,cell
BZN,2000-2059,0.7,1.4367346938775507,0.786,14,cell
BZN,2100-2159,16.4,9.081317068826474,0.47,1,airport_fallback
BZN,2200-2259,16.4,9.081317068826474,0.47,7,airport_fallback
CAE,0001-0559,11.2,4.673198618193935,0.631,477,cell
CAE,0600-0659,12.0,4.465351663371941,0.605,499,cell
CAE,0700-0759,14.0,6.278180353355332,0.622,320,cell
CAE,0800-0859,10.5,4.156899641577061,0.532,62,cell
CAE,0900-0959,11.8,5.72754329004329,0.352,88,cell
CAE,1000-1059,17.2,7.328865033453849,0.365,351,cell
CAE,1100-1159,13.8,6.266556738445151,0.382,233,cell
CAE,1200-1259,12.1,5.315307207417854,0.351,74,cell
CAE,1300-1359,16.8,9.820263471169106,0.234,197,cell
CAE,1400-1459,16.6,8.24420475173879,0.313,211,cell
CAE,1500-1559,15.2,8.822541709606824,0.348,399,cell
CAE,1600-1659,17.4,11.233230227526002,0.367,343,cell
CAE,1700-1759,13.0,6.3753448731602695,0.47,419,cell
CAE,1800-1859,18.2,7.515746942063759,0.463,123,cell
CAE,1900-1959,14.4,6.669299970724819,0.488,361,cell
CAE,2000-2059,0.0,0.7713580246913581,0.852,27,cell
CAE,2100-2159,14.2,6.854859511767332,0.464,7,airport_fallback
CAK,0600-0659,11.8,6.241579771628972,0.622,376,cell
CAK,0700-0759,15.8,6.008838514982182,0.592,299,cell
CAK,0800-0859,6.2,3.12669332921731,0.731,238,cell
CAK,0900-0959,12.2,6.0591287677398284,0.328,122,cell
CAK,1000-1059,17.0,6.497864842454394,0.433,67,cell
CAK,1100-1159,20.8,10.512446598583969,0.253,198,cell
CAK,1200-1259,11.5,4.192,0.52,25,cell
CAK,1300-1359,22.7,14.277718215948587,0.266,177,cell
CAK,1400-1459,17.5,9.486362444001587,0.432,354,cell
CAK,1500-1559,10.5,3.0639470659048973,0.627,83,cell
CAK,1600-1659,12.4,2.4998004146360824,0.561,41,cell
CAK,1700-1759,9.8,5.339898820874136,0.6,437,cell
CAK,1800-1859,11.8,6.0554701148729,0.496,270,cell
CAK,1900-1959,11.2,7.605087111949357,0.571,84,cell
CAK,2000-2059,10.3,2.941476546572762,0.602,83,cell
CAK,2100-2159,5.0,1.502625273950229,0.75,100,cell
CAK,2200-2259,14.0,6.59096949623592,0.528,4,airport_fallback
CDC,0900-0959,20.2,10.094161069148662,0.249,225,cell
CDC,1300-1359,13.8,5.203703703703703,0.352,54,cell
CDC,1500-1559,16.8,7.578154021330199,0.305,4,airport_fallback
CDC,1800-1859,14.8,5.851239669421488,0.331,121,cell
CDC,1900-1959,12.6,4.912087912087912,0.396,91,cell
CDV,1200-1259,34.1,16.37392240906642,0.126,95,cell
CDV,1300-1359,26.7,10.479100247730827,0.354,198,cell
CDV,1500-1559,3.0,1.891577696161551,0.804,296,cell
CHA,0001-0559,17.7,10.172812908268696,0.432,387,cell
CHA,0600-0659,18.0,9.698451491077494,0.534,399,cell
CHA,0700-0759,18.6,9.583190664468804,0.541,486,cell
CHA,0800-0859,19.7,7.326899108039459,0.333,72,cell
CHA,0900-0959,10.3,4.27324973876698,0.414,58,cell
CHA,1000-1059,12.6,6.458776313103622,0.43,151,cell
CHA,1100-1159,17.2,7.494209340890071,0.276,98,cell
CHA,1200-1259,21.6,14.286946526318747,0.278,277,cell
CHA,1300-1359,21.3,11.89592075956024,0.249,229,cell
CHA,1400-1459,18.0,7.340206481603079,0.307,176,cell
CHA,1500-1559,14.7,9.073895103638044,0.34,203,cell
CHA,1600-1659,18.9,12.125887595181817,0.248,254,cell
CHA,1700-1759,17.2,8.212399410302258,0.385,340,cell
CHA,1800-1859,18.2,8.958389900983208,0.385,429,cell
CHA,1900-1959,14.4,8.776852752160318,0.477,107,cell
CHA,2000-2059,9.5,4.4608009588461535,0.585,248,cell
CHA,2100-2159,24.0,6.266578072063309,0.414,29,cell
CHA,2200-2259,7.6,1.3674242424242424,0.6,10,cell
CHO,0001-0559,8.9,5.111111111111111,0.556,27,cell
CHO,0600-0659,13.0,4.938271604938271,0.506,81,cell
CHO,0700-0759,18.4,5.688405797101449,0.623,138,cell
CHO,1000-1059,22.4,9.540706639960371,0.358,67,cell
CHO,1100-1159,16.2,5.8191839626573305,0.452,31,cell
CHO,1200-1259,11.4,3.5,0.5,30,cell
CHO,1300-1359,17.6,7.545142380181923,0.449,7,airport_fallback
CHO,1400-1459,17.7,6.832488573897268,0.403,233,cell
CHO,1500-1559,22.3,16.706088819123547,0.349,43,cell
CHO,1600-1659,17.6,7.545142380181923,0.449,9,airport_fallback
CHO,1700-1759,20.0,9.25147042789888,0.4,290,cell
CHO,1800-1859,7.9,4.200272551665741,0.526,19,cell
CHS,0001-0559,12.0,6.621750368906298,0.602,776,cell
CHS,0600-0659,16.2,7.766539400018777,0.562,1946,cell
CHS,0700-0759,12.4,5.035072672979223,0.631,1305,cell
CHS,0800-0859,11.2,4.43752542254015,0.582,388,cell
CHS,0900-0959,14.2,6.834202998875734,0.442,640,cell
CHS,1000-1059,15.4,7.759852346005825,0.389,1306,cell
CHS,1100-1159,17.2,9.642488656181872,0.361,1826,cell
CHS,1200-1259,14.4,6.825793569134096,0.401,952,cell
CHS,1300-1359,17.6,10.33349272220737,0.342,919,cell
CHS,1400-1459,18.6,9.808521985447191,0.386,1696,cell
CHS,1500-1559,17.2,9.764964094073008,0.399,1199,cell
CHS,1600-1659,16.6,9.578599148088252,0.451,1496,cell
CHS,1700-1759,14.5,7.198197225418391,0.492,864,cell
CHS,1800-1859,15.0,8.117602101557416,0.518,1715,cell
CHS,1900-1959,11.6,6.121161982830217,0.586,1318,cell
CHS,2000-2059,8.4,4.145535101776576,0.663,664,cell
CHS,2100-2159,7.8,3.948933172137515,0.631,111,cell
CID,0001-0559,16.0,7.021758772712551,0.507,493,cell
CID,0600-0659,14.4,6.174337886249448,0.563,723,cell
CID,0700-0759,18.2,8.077703717803347,0.596,455,cell
CID,0800-0859,12.4,5.20322656201003,0.644,410,cell
CID,0900-0959,22.6,14.090218027509511,0.269,67,cell
CID,1000-1059,21.7,17.083911639117616,0.191,47,cell
CID,1100-1159,15.2,7.907784882626258,0.412,451,cell
CID,1200-1259,15.0,9.284427157666842,0.521,234,cell
CID,1300-1359,17.2,7.3489370576493025,0.348,379,cell
CID,1400-1459,22.0,11.501845224532314,0.289,467,cell
CID,1500-1559,22.6,17.05283989574871,0.285,340,cell
CID,1600-1659,12.2,6.207416560949579,0.545,264,cell
CID,1700-1759,16.4,8.788537426663758,0.354,246,cell
CID,1800-1859,20.8,11.58873103094251,0.438,352,cell
CID,1900-1959,11.5,5.875397924607838,0.599,192,cell
CID,2000-2059,15.2,6.940100822248556,0.539,152,cell
CID,2100-2159,11.3,4.176217570338386,0.54,50,cell
CID,2200-2259,2.3,1.736842105263158,0.842,19,cell
CIU,0600-0659,15.5,5.391891891891892,0.365,74,cell
CIU,0700-0759,16.4,6.417731844004299,0.437,167,cell
CIU,1300-1359,13.4,7.053333333333334,0.527,150,cell
CIU,1500-1559,16.0,9.36687735601487,0.425,280,cell
CKB,0800-0859,15.2,5.608949127923223,0.366,9,airport_fallback
CKB,0900-0959,11.0,7.82660761795107,0.316,38,cell
CKB,1000-1059,15.2,5.608949127923223,0.366,9,airport_fallback
CKB,1100-1159,15.2,5.608949127923223,0.366,1,airport_fallback
CKB,1200-1259,15.2,5.608949127923223,0.366,8,airport_fallback
CKB,1400-1459,15.0,3.4105022962112512,0.4,10,cell
CKB,1500-1559,18.9,4.650535857722317,0.333,12,cell
CKB,1600-1659,51.4,9.09754044662006,0.059,17,cell
CKB,1700-1759,11.2,3.07401756204333,0.522,23,cell
CKB,1800-1859,15.2,5.608949127923223,0.366,5,airport_fallback
CKB,1900-1959,15.2,5.608949127923223,0.366,6,airport_fallback
CKB,2100-2159,6.0,0.7353919853692712,0.692,26,cell
CLD,0600-0659,14.3,5.127360562143171,0.415,207,cell
CLD,1100-1159,7.4,2.5370909090909093,0.44,25,cell
CLD,1200-1259,13.6,8.165080191117756,0.335,209,cell
CLE,0001-0559,13.0,6.587803424732007,0.612,1157,cell
CLE,0600-0659,16.4,7.391294658128943,0.537,3408,cell
CLE,0700-0759,18.8,8.189748414269298,0.532,2447,cell
CLE,0800-0859,17.0,8.988601950658502,0.565,1696,cell
CLE,0900-0959,18.0,8.386069067865021,0.428,815,cell
CLE,1000-1059,17.4,9.128016620334362,0.344,1564,cell
CLE,1100-1159,20.2,10.898643177709191,0.284,1562,cell
CLE,1200-1259,19.2,10.427134967410868,0.262,1722,cell
CLE,1300-1359,20.4,9.796045825360691,0.305,1711,cell
CLE,1400-1459,21.0,11.530143554350506,0.311,2104,cell
CLE,1500-1559,21.5,12.286422175132758,0.302,1479,cell
CLE,1600-1659,20.4,12.099621635951294,0.343,2236,cell
CLE,1700-1759,22.4,12.228183382084481,0.372,2074,cell
CLE,1800-1859,15.6,7.722451786715568,0.47,1813,cell
CLE,1900-1959,16.6,8.75776951996097,0.484,1801,cell
CLE,2000-2059,12.2,6.175514630657108,0.563,805,cell
CLE,2100-2159,17.2,7.522391796882134,0.515,421,cell
CLE,2200-2259,25.8,12.357323143627543,0.476,82,cell
CLL,0001-0559,21.9,23.347696856520386,0.403,144,cell
CLL,0600-0659,9.2,8.418269230769232,0.553,132,cell
CLL,1000-1059,21.0,10.943849322147589,0.272,290,cell
CLL,1100-1159,16.0,11.407570983857482,0.424,1,airport_fallback
CLL,1400-1459,16.7,9.077235772357724,0.28,82,cell
CLL,1800-1859,8.0,7.852571841750508,0.576,271,cell
CLL,1900-1959,16.0,11.407570983857482,0.424,3,airport_fallback
CLL,2000-2059,16.0,11.407570983857482,0.424,1,airport_fallback
CLT,0001-0559,17.4,7.3794444588770824,0.583,705,cell
CLT,0600-0659,18.4,8.240756954734819,0.517,2350,cell
CLT,0700-0759,27.6,14.102490010054256,0.322,8268,cell
CLT,0800-0859,27.4,15.269094568109058,0.256,6554,cell
CLT,0900-0959,24.8,13.190396466736335,0.296,11032,cell
CLT,1000-1059,28.0,15.00033780302758,0.235,4937,cell
CLT,1100-1159,26.0,14.996008958953105,0.287,14527,cell
CLT,1200-1259,29.6,16.51480928015306,0.208,4288,cell
CLT,1300-1359,28.8,16.455709079854373,0.25,10239,cell
CLT,1400-1459,29.4,16.906287257385994,0.271,10865,cell
CLT,1500-1559,33.0,19.154982651476075,0.242,7066,cell
CLT,1600-1659,30.7,16.793698105411043,0.281,12519,cell
CLT,1700-1759,30.6,16.239437381826786,0.286,6672,cell
CLT,1800-1859,30.0,15.247202491473358,0.343,11877,cell
CLT,1900-1959,30.0,14.748180192676818,0.332,5550,cell
CLT,2000-2059,26.8,12.345653301708944,0.419,13093,cell
CLT,2100-2159,27.8,13.113829576977544,0.402,5442,cell
CLT,2200-2259,24.2,10.598183173418617,0.43,10911,cell
CLT,2300-2359,20.2,9.33469433794116,0.487,1073,cell
CMH,0001-0559,14.0,6.016848307542576,0.6,1649,cell
CMH,0600-0659,16.0,7.086893096228407,0.545,4565,cell
CMH,0700-0759,14.6,6.148632976987935,0.551,2608,cell
CMH,0800-0859,14.4,6.852799874296914,0.577,1864,cell
CMH,0900-0959,18.2,8.789651100530964,0.289,650,cell
